epoch,loss,budget_loss,constraint_loss,euler_loss,mean_c,mean_a_l,mean_a_i,time
0,68238.9765625,6823.8974609375,0.0,0.000973096233792603,1.4159486293792725,32.64520263671875,145.3859405517578,0.03161501884460449
1,43226.9140625,4322.69140625,0.0,0.001062110997736454,1.375277042388916,30.63369369506836,121.08226776123047,0.03538107872009277
2,37934.72265625,3793.47216796875,0.0,0.0011600120924413204,1.3356894254684448,28.948078155517578,102.84542083740234,0.037377119064331055
3,36689.76953125,3668.976806640625,0.0,0.0012045365292578936,1.32037353515625,28.01498031616211,93.83763122558594,0.03882336616516113
4,34534.0703125,3453.4072265625,0.0,0.0011920176912099123,1.3273650407791138,27.839744567871094,91.31809997558594,0.04020524024963379
5,28764.822265625,2876.48193359375,0.0,0.0011269573587924242,1.35453200340271,28.26360321044922,93.32765197753906,0.041596174240112305
6,27094.501953125,2709.449951171875,0.0,0.001050014398060739,1.3900724649429321,28.98771095275879,98.54812622070312,0.0429682731628418
7,22793.955078125,2279.395263671875,0.0,0.0009920771699398756,1.4206299781799316,29.654937744140625,104.979248046875,0.04434514045715332
8,18241.69921875,1824.169921875,0.0,0.0009593768627382815,1.440138339996338,29.994754791259766,110.91505432128906,0.045606136322021484
9,16255.46875,1625.5467529296875,0.0,0.0009504157351329923,1.4552346467971802,30.260662078857422,117.17374420166016,0.04696512222290039
10,12059.5087890625,1205.9508056640625,0.0,0.0010129599831998348,1.436549425125122,29.607521057128906,117.41346740722656,0.04829907417297363
11,8439.43359375,843.9432983398438,0.0,0.0010871321428567171,1.4183393716812134,29.068649291992188,117.46259307861328,0.04962325096130371
12,6034.02490234375,603.40234375,0.0,0.0013423117343336344,1.353554368019104,27.339160919189453,110.51258850097656,0.05088615417480469
13,4580.35302734375,458.03515625,0.0,0.0015596485463902354,1.3091557025909424,26.125797271728516,106.5646743774414,0.05216813087463379
14,3377.715576171875,337.7713623046875,0.0,0.0018664508825168014,1.2619030475616455,25.002098083496094,103.81124114990234,0.05344533920288086
15,3334.939697265625,333.4937744140625,0.0,0.0019152440363541245,1.282926321029663,25.582429885864258,113.35518646240234,0.054696083068847656
16,3283.632568359375,328.363037109375,0.0,0.0022348437923938036,1.2458678483963013,24.71254539489746,111.08444213867188,0.05592513084411621
17,2608.047119140625,260.804443359375,0.0,0.00261695496737957,1.202073574066162,23.54094123840332,104.99610900878906,0.0571742057800293
18,2101.399169921875,210.13966369628906,0.0,0.0024917004629969597,1.2232623100280762,24.014408111572266,108.84900665283203,0.05838918685913086
19,1368.2547607421875,136.82522583007812,0.0,0.0025710449554026127,1.2119333744049072,23.60769271850586,105.85276794433594,0.05963325500488281
20,907.1767578125,90.71743774414062,0.0,0.0023662105668336153,1.2199409008026123,23.551559448242188,104.93981170654297,0.060932159423828125
21,674.7835693359375,67.4781494140625,0.0,0.002052674302831292,1.2633790969848633,24.597530364990234,111.43113708496094,0.06229519844055176
22,775.1182861328125,77.51163482666016,0.0,0.0019824467599391937,1.2752106189727783,24.78659439086914,112.39665985107422,0.06363511085510254
23,967.506591796875,96.75045776367188,0.0,0.00202964898198843,1.2608968019485474,24.30083656311035,108.22441101074219,0.06460809707641602
24,977.4276733398438,97.74256896972656,0.0,0.0019921017810702324,1.2706058025360107,24.49493408203125,109.54796600341797,0.06554317474365234
25,1048.95849609375,104.89564514160156,0.0,0.002080002333968878,1.2666795253753662,24.393070220947266,109.58055114746094,0.06649112701416016
26,707.8633422851562,70.78614044189453,0.0,0.0019441683543846011,1.2823926210403442,24.741012573242188,111.98653411865234,0.06741833686828613
27,645.0507202148438,64.50484466552734,0.0,0.0022463914938271046,1.2563763856887817,24.176010131835938,109.63032531738281,0.06841230392456055
28,563.2388916015625,56.323631286621094,0.0,0.002586970804259181,1.2296147346496582,23.564159393310547,106.75425720214844,0.06972908973693848
29,515.2771606445312,51.527442932128906,0.0,0.0027274389285594225,1.219983696937561,23.34576988220215,104.90880584716797,0.07098913192749023
30,469.0235595703125,46.90209197998047,0.0,0.002637147903442383,1.2447125911712646,24.078506469726562,109.25970458984375,0.07225227355957031
31,435.4546203613281,43.545204162597656,0.0,0.0025935880839824677,1.2308168411254883,23.64434242248535,105.35763549804688,0.0735161304473877
32,396.0280456542969,39.60256576538086,0.0,0.0023713603150099516,1.2584853172302246,24.356826782226562,108.40525817871094,0.07484126091003418
33,406.2110900878906,40.62089538574219,0.0,0.002147808438166976,1.2791383266448975,24.871051788330078,109.95254516601562,0.07613706588745117
34,460.6778564453125,46.06758499145508,0.0,0.002026334637776017,1.2867460250854492,25.041522979736328,110.52816772460938,0.07709217071533203
35,396.003662109375,39.600154876708984,0.0,0.0021154899150133133,1.2840569019317627,24.970455169677734,110.17291259765625,0.0780642032623291
36,299.03729248046875,29.90349006652832,0.0,0.0023882114328444004,1.24003267288208,23.80426597595215,103.61782836914062,0.07931232452392578
37,314.32891845703125,31.432653427124023,0.0,0.0023765545338392258,1.2668802738189697,24.586156845092773,109.25507354736328,0.0805971622467041
38,322.70477294921875,32.27020263671875,0.0,0.0027474109083414078,1.2358534336090088,23.892684936523438,106.82096862792969,0.08154129981994629
39,310.873046875,31.08702850341797,0.0,0.0027602259069681168,1.2333929538726807,23.792037963867188,106.61912536621094,0.0824592113494873
40,300.9969787597656,30.099414825439453,0.0,0.0028236841317266226,1.2384880781173706,23.99303436279297,108.51598358154297,0.08340001106262207
