epoch,loss,budget_loss,constraint_loss,euler_loss,education_loss,mean_c,mean_a_l,mean_a_i,mean_income_healthy,mean_income_disabled,enrollment_rate,private_healthcare_rate,time
26,2212.307861328125,221.230224609375,0.0,0.0009305299608968198,0.04696213826537132,1.4468846321105957,24.44523048400879,106.39321899414062,2.458927869796753,1.5480397939682007,0.28663045167922974,0.44450658559799194,0.13946294784545898
27,2354.693359375,235.46881103515625,0.0,0.0009273448958992958,0.04375700280070305,1.4480007886886597,24.8866024017334,107.03850555419922,2.6095426082611084,0.8391795754432678,0.28606611490249634,0.44354048371315,0.1421220302581787
28,2822.739013671875,282.2732849121094,0.0,0.0009161634370684624,0.05239776149392128,1.4533611536026,25.255821228027344,112.20244598388672,2.4885735511779785,1.296598196029663,0.29103586077690125,0.4463217556476593,0.14409208297729492
29,2005.6083984375,200.56024169921875,0.0,0.0009363088756799698,0.05057347193360329,1.4421391487121582,24.758686065673828,109.47119140625,2.514516592025757,1.2791566848754883,0.28716087341308594,0.44117194414138794,0.14603614807128906
30,2711.76708984375,271.176025390625,0.0,0.000990820350125432,0.05932658165693283,1.4154119491577148,23.17879295349121,96.15399932861328,2.6182339191436768,1.22599196434021,0.27657681703567505,0.4255700707435608,0.14908814430236816
31,2152.635986328125,215.262939453125,0.0,0.0009934835834428668,0.056036241352558136,1.4150714874267578,23.06957244873047,100.42929077148438,2.5678529739379883,1.4068950414657593,0.27498766779899597,0.4268444776535034,0.15109610557556152
32,1625.6407470703125,162.5633544921875,0.0,0.000980245415121317,0.06214560568332672,1.4242504835128784,23.424266815185547,112.29878234863281,2.5451836585998535,1.4012401103973389,0.2734980583190918,0.433231383562088,0.1531200408935547
33,1364.012939453125,136.400634765625,0.0,0.0009997632587328553,0.05616185814142227,1.4158788919448853,22.972829818725586,111.00923156738281,2.451153039932251,1.035094976425171,0.273438036441803,0.42997947335243225,0.15588998794555664
34,1703.3009033203125,170.32931518554688,0.0,0.0010402272455394268,0.06555335223674774,1.3994868993759155,21.58783531188965,103.14105224609375,2.3938891887664795,1.3249205350875854,0.26591140031814575,0.4174029529094696,0.15855908393859863
35,1366.132568359375,136.61245727539062,0.0,0.0010527016129344702,0.06991863250732422,1.3962129354476929,21.424482345581055,106.01979064941406,2.4462759494781494,1.3212333917617798,0.25696083903312683,0.41700807213783264,0.16053009033203125
36,2091.3115234375,209.13058471679688,0.0,0.0010344184702262282,0.04687384143471718,1.4073294401168823,21.66175079345703,115.46923065185547,2.552855968475342,1.1236610412597656,0.26884546875953674,0.42287248373031616,0.162506103515625
37,2009.5443115234375,200.953857421875,0.0,0.00105081289075315,0.0461212694644928,1.4030367136001587,21.76583480834961,116.65658569335938,2.365830421447754,1.2290178537368774,0.26668867468833923,0.4225916862487793,0.16447806358337402
38,1136.9627685546875,113.69562530517578,0.0,0.0010862426133826375,0.053910765796899796,1.3845493793487549,20.990352630615234,111.84282684326172,2.6186630725860596,1.352822184562683,0.2548784911632538,0.4142332971096039,0.16646504402160645
39,1094.3385009765625,109.43319702148438,0.0,0.0011184386676177382,0.05334234610199928,1.3739694356918335,20.55299186706543,108.31510925292969,2.5382094383239746,1.228009819984436,0.2557567059993744,0.40733474493026733,0.16922402381896973
40,1382.6749267578125,138.2667999267578,0.0,0.0010839421302080154,0.058041661977767944,1.3898499011993408,21.44353485107422,117.27958679199219,2.5287930965423584,1.556732177734375,0.25516051054000854,0.41764014959335327,0.1718599796295166
41,1192.7655029296875,119.27589416503906,0.0,0.0010923873633146286,0.05544207990169525,1.3867764472961426,21.52608299255371,117.20774841308594,2.610504150390625,1.1083463430404663,0.25418081879615784,0.4147261381149292,0.17380833625793457
42,1416.52294921875,141.65151977539062,0.0,0.0011458348017185926,0.06725353002548218,1.3625589609146118,20.69890594482422,108.47503662109375,2.536045551300049,1.2606494426727295,0.2423197627067566,0.4015623927116394,0.17578721046447754
43,1480.6190185546875,148.0611572265625,0.0,0.001176940742880106,0.06251740455627441,1.3492872714996338,20.238527297973633,103.51895141601562,2.474504232406616,1.18903648853302,0.24201808869838715,0.3914128541946411,0.17775321006774902
44,1008.4442749023438,100.84365844726562,0.0,0.0011280158068984747,0.06569194048643112,1.3689589500427246,21.173908233642578,113.49829864501953,2.5406408309936523,1.267599105834961,0.24470870196819305,0.4033280909061432,0.17967700958251953
45,968.8871459960938,96.88786315917969,0.0,0.0011157183907926083,0.07355916500091553,1.3762812614440918,21.770410537719727,120.62506866455078,2.436108112335205,1.1187223196029663,0.2495657205581665,0.40877601504325867,0.18236398696899414
46,1471.0587158203125,147.10508728027344,0.0,0.0012335279025137424,0.06574822217226028,1.3330429792404175,19.751663208007812,103.58155822753906,2.5391361713409424,1.1800367832183838,0.23459641635417938,0.37844526767730713,0.18499517440795898
47,1162.3282470703125,116.23198699951172,0.0,0.001237174728885293,0.07154927402734756,1.3330090045928955,20.20062255859375,107.63638305664062,2.546257257461548,1.2134089469909668,0.2281172126531601,0.3802896738052368,0.18697023391723633
48,955.7490844726562,95.57403564453125,0.0,0.0011728397803381085,0.07548222690820694,1.35939359664917,21.327945709228516,120.52029418945312,2.5729756355285645,1.427894115447998,0.23565764725208282,0.39583757519721985,0.18895530700683594
49,922.2140502929688,92.22056579589844,0.0,0.0012098497245460749,0.07124008238315582,1.3482608795166016,20.749561309814453,118.36650085449219,2.5569779872894287,0.9750465154647827,0.23692116141319275,0.38698306679725647,0.19163227081298828
50,852.4486083984375,85.24415588378906,0.0,0.001300600590184331,0.05780629441142082,1.3155877590179443,19.747482299804688,108.91724395751953,2.510150671005249,1.0705727338790894,0.23360057175159454,0.3657800555229187,0.1942899227142334
51,783.8031616210938,78.37931060791016,0.0,0.0013416493311524391,0.08749235421419144,1.3096916675567627,19.763164520263672,110.1929931640625,2.511915683746338,1.3214243650436401,0.22611673176288605,0.3620751202106476,0.1969621181488037
52,1074.406982421875,107.43992614746094,0.0,0.0012892507947981358,0.06301840394735336,1.3306419849395752,20.110965728759766,118.17289733886719,2.597696304321289,1.4720503091812134,0.23437409102916718,0.3719955086708069,0.19964218139648438
53,985.0453491210938,98.503662109375,0.0,0.0013603647239506245,0.07369896024465561,1.3134257793426514,19.768810272216797,115.41900634765625,2.5839998722076416,0.7506958246231079,0.22244898974895477,0.36514371633529663,0.20157504081726074
54,722.2290649414062,72.22201538085938,0.0,0.0014756167074665427,0.07451488077640533,1.2807059288024902,18.81483268737793,106.704833984375,2.5204451084136963,1.2538611888885498,0.21895836293697357,0.34513190388679504,0.2034740447998047
55,726.3623046875,72.63533020019531,0.0,0.0014825179241597652,0.07584719359874725,1.2773511409759521,18.76437759399414,107.47293090820312,2.6329894065856934,1.477502703666687,0.21697822213172913,0.3445855975151062,0.2062370777130127
56,858.8509521484375,85.88421630859375,0.0,0.001420226413756609,0.0736551284790039,1.296423316001892,19.842851638793945,116.40846252441406,2.424999237060547,1.1698248386383057,0.2281094789505005,0.3599609434604645,0.2081589698791504
57,684.5260009765625,68.45171356201172,0.0,0.001470130868256092,0.07362804561853409,1.284317970275879,19.366641998291016,112.69610595703125,2.523359775543213,1.3007032871246338,0.2237117886543274,0.35072389245033264,0.2100510597229004
58,822.225830078125,82.22167205810547,0.0,0.0016023088246583939,0.07489006966352463,1.252133846282959,18.57237434387207,105.21034240722656,2.609246253967285,1.601529836654663,0.21360351145267487,0.3312303423881531,0.21277594566345215
59,737.3480834960938,73.73383331298828,0.0,0.001598457107320428,0.08181200921535492,1.254149317741394,18.66400146484375,106.27702331542969,2.4609382152557373,1.082914113998413,0.22546805441379547,0.3310546278953552,0.2147541046142578
60,576.9767456054688,57.696834564208984,0.0,0.0015340778045356274,0.06886812299489975,1.2681363821029663,19.126976013183594,111.33734893798828,2.5806612968444824,1.4370406866073608,0.22397573292255402,0.3402475416660309,0.2168290615081787
61,472.5104675292969,47.250022888183594,0.0,0.0015166952507570386,0.08702297508716583,1.2769526243209839,19.678218841552734,115.47506713867188,2.517186403274536,1.14573073387146,0.22811943292617798,0.3465536832809448,0.21952009201049805
62,864.5260009765625,86.45165252685547,0.0,0.0016756209079176188,0.07834462821483612,1.2389945983886719,18.52519989013672,104.63337707519531,2.462092161178589,0.9751537442207336,0.21393190324306488,0.32307204604148865,0.22222018241882324
63,738.8143920898438,73.88053131103516,0.0,0.0016507385298609734,0.07421731948852539,1.2461960315704346,18.974124908447266,107.22496795654297,2.343003511428833,1.1551917791366577,0.2247762382030487,0.3290916979312897,0.2243490219116211
64,425.0335693359375,42.50251388549805,0.0,0.001482431311160326,0.06935328245162964,1.284867763519287,20.28488540649414,119.48580932617188,2.561432361602783,1.0098228454589844,0.23810429871082306,0.3548294007778168,0.22630620002746582
65,414.77099609375,41.476280212402344,0.0,0.0015615196898579597,0.06635204702615738,1.2662502527236938,19.815336227416992,114.75626373291016,2.411079168319702,1.4549707174301147,0.22466576099395752,0.34434106945991516,0.22902512550354004
66,813.6238403320312,81.36154174804688,0.0,0.00166142953094095,0.06772087514400482,1.2564550638198853,19.607595443725586,113.01630401611328,2.4979703426361084,1.1614559888839722,0.2342766523361206,0.33721888065338135,0.23167204856872559
67,710.8619384765625,71.08527374267578,0.0,0.001820482430048287,0.07384922355413437,1.2219650745391846,18.498924255371094,106.11148834228516,2.617058515548706,1.4985417127609253,0.21183083951473236,0.3178003430366516,0.2336411476135254
68,479.5285339355469,47.95188522338867,0.0,0.0016541992081329226,0.08029627799987793,1.2571890354156494,19.912355422973633,117.1832275390625,2.5143520832061768,0.9496021866798401,0.2304358333349228,0.3455146849155426,0.23553800582885742
69,455.918212890625,45.59101867675781,0.0,0.0017322375206276774,0.06299132108688354,1.2409900426864624,19.493328094482422,113.44359588623047,2.5281307697296143,1.437256097793579,0.22947221994400024,0.33657824993133545,0.23750925064086914
70,628.2232666015625,62.821250915527344,0.0,0.0019096913747489452,0.08878165483474731,1.207810640335083,18.340011596679688,105.91134643554688,2.53787899017334,0.8126799464225769,0.22039635479450226,0.31813037395477295,0.23944807052612305
71,523.0834350585938,52.30756378173828,0.0,0.0019258587853983045,0.058539800345897675,1.2106568813323975,18.850553512573242,108.71688842773438,2.4995861053466797,1.1259936094284058,0.2435954511165619,0.32372790575027466,0.24138402938842773
72,635.9039916992188,63.58943557739258,0.0,0.0017540863482281566,0.07851418852806091,1.2493665218353271,20.189739227294922,119.13935852050781,2.51603627204895,1.486757755279541,0.22725343704223633,0.347339004278183,0.2433452606201172
73,433.4243469238281,43.34150695800781,0.0,0.0018531379755586386,0.07415026426315308,1.2273834943771362,19.023332595825195,112.55567932128906,2.524531602859497,1.7640066146850586,0.21876993775367737,0.3294615149497986,0.24554800987243652
74,553.392578125,55.33837127685547,0.0,0.002076974604278803,0.06757406145334244,1.1927001476287842,18.55841827392578,107.22188568115234,2.470522880554199,1.1384254693984985,0.21253558993339539,0.3159674406051636,0.24783897399902344
75,483.6058044433594,48.35960388183594,0.0,0.0019497070461511612,0.07816572487354279,1.2105498313903809,18.870933532714844,109.87378692626953,2.478105068206787,1.63472318649292,0.2272721529006958,0.3222971260547638,0.25009632110595703
76,457.3694152832031,45.736083984375,0.0,0.0017645428888499737,0.06817735731601715,1.242687702178955,19.990219116210938,118.39580535888672,2.48783540725708,1.0930441617965698,0.23397009074687958,0.3445160984992981,0.2524230480194092
77,421.47906494140625,42.14699172973633,0.0,0.0019042317289859056,0.07270665466785431,1.2262310981750488,19.599651336669922,114.63712310791016,2.541663885116577,1.1031241416931152,0.23292478919029236,0.33492523431777954,0.2545442581176758
78,502.2314758300781,50.22211456298828,0.0,0.0020096409134566784,0.08342152088880539,1.2043771743774414,19.293163299560547,110.17560577392578,2.47767972946167,1.2042948007583618,0.21042850613594055,0.32595351338386536,0.25664424896240234
79,448.6269836425781,44.86170959472656,0.0,0.0021114505361765623,0.07783764600753784,1.187971591949463,18.751819610595703,107.01332092285156,2.5467538833618164,1.0042755603790283,0.2340979427099228,0.31731823086738586,0.2587730884552002
80,364.878662109375,36.48700714111328,0.0,0.0019208919256925583,0.06668608635663986,1.2153823375701904,19.43923568725586,112.82844543457031,2.4880473613739014,1.4940367937088013,0.22116728127002716,0.33149582147598267,0.2608470916748047
81,321.74212646484375,32.173397064208984,0.0,0.0018813415663316846,0.062475092709064484,1.2302104234695435,20.134159088134766,117.42767333984375,2.469127655029297,1.5165654420852661,0.23783835768699646,0.3413057327270508,0.2637190818786621
82,543.6112670898438,54.360225677490234,0.0,0.0022091770078986883,0.06858280301094055,1.1842408180236816,18.838743209838867,107.38603210449219,2.490267276763916,0.7844699621200562,0.23465947806835175,0.31563881039619446,0.26650500297546387
83,506.75006103515625,50.673866271972656,0.0,0.00226425239816308,0.09157344698905945,1.1825183629989624,18.895740509033203,107.81562042236328,2.58978533744812,1.9449557065963745,0.21439723670482635,0.3148711621761322,0.26848411560058594
84,350.5368347167969,35.05278778076172,0.0,0.0019326070323586464,0.07033218443393707,1.228249192237854,20.023513793945312,117.00534057617188,2.5698401927948,1.472104549407959,0.23611457645893097,0.33900636434555054,0.2704792022705078
85,306.16986083984375,30.6160888671875,0.0,0.0019877301529049873,0.06985603272914886,1.2206217050552368,19.896865844726562,116.12516784667969,2.4827773571014404,1.3489810228347778,0.23484398424625397,0.3345770239830017,0.27237510681152344
86,553.1251831054688,55.31157684326172,0.0,0.0023027637507766485,0.0710849016904831,1.1703932285308838,18.47382164001465,105.2502212524414,2.4573097229003906,1.1627652645111084,0.2277173101902008,0.3089296221733093,0.2751021385192871
87,469.7878723144531,46.977699279785156,0.0,0.0023761095944792032,0.08529229462146759,1.1675968170166016,18.654029846191406,105.6875,2.4506008625030518,1.1009159088134766,0.22051726281642914,0.30928105115890503,0.2770252227783203
88,351.5985412597656,35.15890884399414,0.0,0.002018144354224205,0.07455267012119293,1.2297606468200684,20.623071670532227,119.77200317382812,2.515381097793579,0.9795598387718201,0.24275417625904083,0.346405565738678,0.27893519401550293
89,334.1349182128906,33.41248321533203,0.0,0.002225797390565276,0.07874710112810135,1.1923940181732178,19.460617065429688,111.51594543457031,2.4136624336242676,1.0184245109558105,0.23059150576591492,0.324381947517395,0.280872106552124
90,506.2730712890625,50.62610626220703,0.0,0.0022601850796490908,0.09780168533325195,1.187260389328003,19.306446075439453,110.71588897705078,2.6220993995666504,1.5581376552581787,0.22353455424308777,0.32352837920188904,0.2829551696777344
91,446.37005615234375,44.635833740234375,0.0,0.0025461851619184017,0.09171409159898758,1.149817705154419,18.429887771606445,103.46255493164062,2.541128635406494,1.642668604850769,0.22122512757778168,0.30380672216415405,0.2850370407104492
92,373.1736755371094,37.31646728515625,0.0,0.0020875586196780205,0.06916624307632446,1.2148964405059814,20.42111587524414,117.27165222167969,2.5403497219085693,1.243281602859497,0.2319934368133545,0.3419380187988281,0.2870931625366211
93,314.522216796875,31.45124053955078,0.0,0.0021920637227594852,0.07631557434797287,1.207914113998413,20.241718292236328,116.0456771850586,2.53010630607605,1.0483819246292114,0.25257408618927,0.33895453810691833,0.28925013542175293
94,517.0150756835938,51.7005500793457,0.0,0.002677305368706584,0.06924159079790115,1.1495567560195923,18.785045623779297,104.66517639160156,2.4851980209350586,1.2615104913711548,0.2256331592798233,0.3088497519493103,0.29137206077575684
95,466.1653137207031,46.61545181274414,0.0,0.0024552650284022093,0.08360989391803741,1.1782867908477783,19.511064529418945,109.74305725097656,2.5756757259368896,1.2848381996154785,0.22956089675426483,0.3227233290672302,0.2934601306915283
96,328.5564880371094,32.854827880859375,0.0,0.0021979205776005983,0.060032621026039124,1.2122712135314941,20.673297882080078,117.5681381225586,2.482675075531006,1.4750362634658813,0.24103114008903503,0.34363725781440735,0.29553794860839844
97,320.5828552246094,32.05729675292969,0.0,0.0022914763540029526,0.07610121369361877,1.188894271850586,19.782711029052734,112.00469970703125,2.5444111824035645,1.2185381650924683,0.24046486616134644,0.3296589255332947,0.29762792587280273
98,452.8503112792969,45.28400802612305,0.0,0.002456346293911338,0.07784987986087799,1.1684461832046509,19.286462783813477,107.87687683105469,2.4385759830474854,1.1198856830596924,0.2290184199810028,0.31877008080482483,0.2997550964355469
99,414.3631591796875,41.43543243408203,0.0,0.0024207662791013718,0.06441660970449448,1.1755799055099487,19.642597198486328,109.30442810058594,2.491499423980713,1.369212031364441,0.2382829487323761,0.32390880584716797,0.3018009662628174
100,343.2108154296875,34.320072174072266,0.0,0.0022423448972404003,0.07873424142599106,1.1965075731277466,20.193218231201172,114.58210754394531,2.522038221359253,1.8244361877441406,0.23557189106941223,0.33606261014938354,0.30388617515563965
101,318.47991943359375,31.846948623657227,0.0,0.00221599661745131,0.08204090595245361,1.2077398300170898,20.543298721313477,116.84571838378906,2.431144952774048,1.4133061170578003,0.2386348694562912,0.34266388416290283,0.30594730377197266
102,397.5731506347656,39.75617980957031,0.0,0.002702527679502964,0.08632254600524902,1.1597576141357422,19.473560333251953,108.1312026977539,2.475499153137207,1.0855793952941895,0.22076764702796936,0.31964927911758423,0.3080630302429199
103,352.0067138671875,35.19956588745117,0.0,0.0025074207223951817,0.08550235629081726,1.1787071228027344,19.986297607421875,111.13056182861328,2.527884006500244,1.1357300281524658,0.22935844957828522,0.3300994634628296,0.31011009216308594
104,388.6619873046875,38.86513900756836,0.0,0.002340756356716156,0.08253639191389084,1.195004940032959,20.520051956176758,114.6248550415039,2.4925150871276855,1.0456525087356567,0.24519839882850647,0.3387952446937561,0.3121621608734131
105,317.0368347167969,31.702743530273438,0.0,0.0022518655750900507,0.07135996222496033,1.2069753408432007,20.779300689697266,116.91326904296875,2.463444709777832,1.2131359577178955,0.2475649118423462,0.34494465589523315,0.3142201900482178
106,446.483642578125,44.64726638793945,0.0,0.002628530841320753,0.08351068198680878,1.1747260093688965,19.903959274291992,111.1370849609375,2.56057071685791,0.9922946691513062,0.23323014378547668,0.3284289836883545,0.31627917289733887
107,376.5221252441406,37.65127182006836,0.0,0.002540931571274996,0.06866519153118134,1.1661655902862549,19.76662826538086,108.22991943359375,2.5146853923797607,1.5495553016662598,0.23856894671916962,0.3229673504829407,0.3183271884918213
108,400.39434814453125,40.03840637207031,0.0,0.0024346541613340378,0.07831971347332001,1.2078044414520264,20.900779724121094,118.18762969970703,2.494478940963745,1.5181779861450195,0.24042712152004242,0.3465261459350586,0.3204312324523926
109,353.2945556640625,35.3283576965332,0.0,0.002461930736899376,0.08523610234260559,1.1940091848373413,20.84669303894043,115.97317504882812,2.4361062049865723,1.3265881538391113,0.2368655651807785,0.34113845229148865,0.3225531578063965
110,428.5281066894531,42.85173034667969,0.0,0.0026851999573409557,0.08122926205396652,1.1679933071136475,19.718368530273438,109.40704345703125,2.4634032249450684,1.1543611288070679,0.2348352074623108,0.3262496590614319,0.32471203804016113
111,359.5542297363281,35.95436477661133,0.0,0.0027067610062658787,0.07871829718351364,1.153658390045166,19.638418197631836,107.89147186279297,2.6688616275787354,1.3561359643936157,0.24745173752307892,0.3227507174015045,0.326768159866333
112,342.1483459472656,34.213706970214844,0.0,0.0023995861411094666,0.0883857011795044,1.199562907218933,20.853443145751953,116.09912109375,2.479074001312256,0.9161075353622437,0.23766139149665833,0.34374845027923584,0.32885098457336426
113,312.30657958984375,31.2294921875,0.0,0.0025954851880669594,0.09050948917865753,1.1829721927642822,20.573932647705078,114.03562927246094,2.544236183166504,1.1547518968582153,0.23827646672725677,0.33943599462509155,0.3309450149536133
114,431.9969482421875,43.19851303100586,0.0,0.0028589721769094467,0.0893196314573288,1.1490333080291748,19.501693725585938,106.90452575683594,2.55837082862854,1.6090964078903198,0.2212831974029541,0.3210069239139557,0.3330831527709961
115,391.93157958984375,39.192169189453125,0.0,0.002585343085229397,0.07298772037029266,1.167405366897583,19.848316192626953,109.32893371582031,2.5000150203704834,1.3542827367782593,0.24555447697639465,0.3295803666114807,0.3351449966430664
116,320.6171875,32.060630798339844,0.0,0.0024520240258425474,0.08418259024620056,1.204679012298584,21.207210540771484,117.54246520996094,2.5607593059539795,1.110068440437317,0.24794963002204895,0.3509480655193329,0.3371882438659668
117,265.62164306640625,26.561216354370117,0.0,0.0024340497329831123,0.07041934132575989,1.1819298267364502,20.4304141998291,113.08406066894531,2.5111210346221924,1.5999276638031006,0.2393030822277069,0.3400258421897888,0.3392362594604492
118,435.59259033203125,43.558067321777344,0.0,0.002897935453802347,0.08991462737321854,1.1439567804336548,19.295656204223633,105.6210708618164,2.5373501777648926,1.841134786605835,0.23361387848854065,0.31953921914100647,0.3421781063079834
119,376.8979187011719,37.688533782958984,0.0,0.0032146787270903587,0.09364165365695953,1.1236097812652588,19.038116455078125,103.0127944946289,2.5276050567626953,1.5978463888168335,0.22123949229717255,0.3115615248680115,0.34424710273742676
120,300.6458435058594,30.063676834106445,0.0,0.002369894413277507,0.06691484898328781,1.203805923461914,21.295589447021484,117.05854797363281,2.488938808441162,1.0599572658538818,0.25397101044654846,0.35183411836624146,0.3462982177734375
121,274.13140869140625,27.412193298339844,0.0,0.002411633264273405,0.07034681737422943,1.2002354860305786,20.997522354125977,116.27021026611328,2.638777732849121,1.506418228149414,0.2418489158153534,0.34848564863204956,0.3484492301940918
122,444.02130126953125,44.401058197021484,0.0,0.002744973637163639,0.07969845086336136,1.1619962453842163,20.06521987915039,109.06809997558594,2.5738282203674316,0.9287590980529785,0.2299582064151764,0.33047032356262207,0.35057520866394043
123,358.2806091308594,35.82710647583008,0.0,0.0028059822507202625,0.06734953820705414,1.16066575050354,19.91897201538086,108.85391998291016,2.5573365688323975,1.5157089233398438,0.23830346763134003,0.3301585018634796,0.3526620864868164
124,327.9128112792969,32.790306091308594,0.0,0.0024787839502096176,0.07258372008800507,1.1898714303970337,20.825130462646484,114.54850769042969,2.563863515853882,0.9898108243942261,0.2398817092180252,0.3465714156627655,0.35475730895996094
125,348.6848449707031,34.867286682128906,0.0,0.0025623715482652187,0.09414821118116379,1.1978871822357178,21.028390884399414,116.06727600097656,2.450221300125122,1.4245551824569702,0.25090333819389343,0.35002899169921875,0.35681915283203125
