epoch,loss,budget_loss,constraint_loss,euler_loss,education_loss,mean_c,mean_a_l,mean_a_i,mean_income_primary,mean_income_tertiary,enrollment_rate,time
64,248.46319580078125,24.845539093017578,0.0,0.002298695733770728,0.055133409798145294,1.14906907081604,26.887285232543945,104.81794738769531,1.8124831914901733,3.5489308834075928,0.2689253091812134,0.15413808822631836
65,274.5591735839844,27.45519256591797,0.0,0.0024044658057391644,0.048080120235681534,1.1449087858200073,26.761919021606445,104.58338928222656,1.7433127164840698,3.494938611984253,0.2563384473323822,0.15584611892700195
66,259.0672912597656,25.90592384338379,0.0,0.0024092148523777723,0.056376997381448746,1.1521754264831543,26.980403900146484,107.77876281738281,1.742918610572815,3.6540110111236572,0.25527235865592957,0.15717220306396484
67,265.6410827636719,26.563304901123047,0.0,0.0024173653218895197,0.05622270703315735,1.146823525428772,27.047950744628906,107.83434295654297,1.7642654180526733,3.5212440490722656,0.25581714510917664,0.15842604637145996
68,285.6439514160156,28.5637264251709,0.0,0.002534991130232811,0.0415436252951622,1.128009557723999,26.31256103515625,102.45516204833984,1.7445088624954224,3.5316991806030273,0.2716342508792877,0.15971899032592773
69,265.2796936035156,26.527212142944336,0.0,0.0024159494787454605,0.05158750340342522,1.1500002145767212,26.929550170898438,107.99620056152344,1.7267045974731445,3.676072597503662,0.25541388988494873,0.16097402572631836
70,346.1376953125,34.61298751831055,0.0,0.00241528800688684,0.05407002195715904,1.1511965990066528,26.828834533691406,107.30986785888672,1.6543177366256714,3.552375555038452,0.26748567819595337,0.16223406791687012
71,358.17169189453125,35.81632995605469,0.0,0.0024096090346574783,0.05978255718946457,1.1516536474227905,27.038591384887695,108.92369079589844,1.707991361618042,3.6053857803344727,0.25231996178627014,0.1635119915008545
72,207.379638671875,20.737197875976562,0.0,0.0025790901854634285,0.05080283060669899,1.1252460479736328,25.942058563232422,100.4493637084961,1.813746690750122,3.3187780380249023,0.2566926181316376,0.1647810935974121
73,217.89149475097656,21.788450241088867,0.0,0.0025107404217123985,0.04471919685602188,1.1331214904785156,26.39643096923828,103.91949462890625,1.773505687713623,3.3577497005462646,0.2674008011817932,0.16644001007080078
74,272.9761047363281,27.296722412109375,0.0,0.0024745739065110683,0.06409374624490738,1.1439177989959717,26.973819732666016,108.91328430175781,1.8352160453796387,3.341639518737793,0.23970454931259155,0.16771912574768066
75,260.8130798339844,26.080602645874023,0.0,0.0025296302046626806,0.04510189965367317,1.133384108543396,26.229169845581055,103.35794067382812,1.804295539855957,3.675621747970581,0.25977957248687744,0.1690049171447754
76,256.18487548828125,25.617664337158203,0.0,0.0025010507088154554,0.05746075510978699,1.1338976621627808,26.37301254272461,103.65972137451172,1.8035993576049805,3.489544153213501,0.2633584141731262,0.17032098770141602
77,275.1767883300781,27.516820907592773,0.0,0.002547674812376499,0.06054118275642395,1.1302001476287842,26.46619415283203,104.44097900390625,1.7280375957489014,3.317331552505493,0.2600856125354767,0.1716609001159668
78,231.84561157226562,23.18380355834961,0.0,0.002283957786858082,0.05282140523195267,1.1559486389160156,27.25421714782715,110.57768249511719,1.7887824773788452,3.3566970825195312,0.2735212743282318,0.17297101020812988
79,223.29261779785156,22.32836151123047,0.0,0.0024944073520600796,0.06521132588386536,1.1567096710205078,26.702960968017578,108.41380310058594,1.7916746139526367,3.4205684661865234,0.25018081068992615,0.17427611351013184
80,350.4938659667969,35.048545837402344,0.0,0.002847557421773672,0.05558965355157852,1.100297451019287,25.540803909301758,99.81692504882812,1.7410300970077515,3.5719404220581055,0.25485825538635254,0.17554497718811035
81,349.9138488769531,34.990577697753906,0.0,0.002723184647038579,0.05370548367500305,1.1171988248825073,26.006568908691406,103.41481018066406,1.8460952043533325,3.450411796569824,0.2525906562805176,0.17680096626281738
82,206.88075256347656,20.687255859375,0.0,0.0025399457663297653,0.05667867511510849,1.132756233215332,26.41282844543457,106.22697448730469,1.7104231119155884,3.4567928314208984,0.24956439435482025,0.1781930923461914
83,226.36917114257812,22.636089324951172,0.0,0.0025332276709377766,0.05731632933020592,1.1493120193481445,26.91489028930664,110.7921142578125,1.6741811037063599,3.5520074367523193,0.2640017867088318,0.18004298210144043
84,230.3631134033203,23.03545570373535,0.0,0.002702438272535801,0.05852815508842468,1.1288337707519531,26.210813522338867,106.08297729492188,1.8060580492019653,3.611318826675415,0.2571812570095062,0.18149399757385254
85,188.78079223632812,18.87726593017578,0.0,0.0026695886626839638,0.05468686670064926,1.1298842430114746,26.182510375976562,105.5899429321289,1.7911128997802734,3.1771891117095947,0.26563435792922974,0.18279695510864258
86,362.5552673339844,36.25467300415039,0.0,0.002763650845736265,0.05755635350942612,1.125822901725769,26.400222778320312,107.41206359863281,1.6794742345809937,3.2878353595733643,0.25201642513275146,0.1844770908355713
87,324.4920349121094,32.448333740234375,0.0,0.002678002929314971,0.060085587203502655,1.134070873260498,26.3944034576416,107.93461608886719,1.751242995262146,3.484208822250366,0.2592242360115051,0.1857590675354004
88,171.96798706054688,17.196022033691406,0.0,0.0025919023901224136,0.051781803369522095,1.121205449104309,25.938791275024414,103.33624267578125,1.798054575920105,3.514791488647461,0.26372095942497253,0.18705201148986816
89,190.62548828125,19.06179428100586,0.0,0.002660870086401701,0.04876142367720604,1.1348897218704224,26.577842712402344,109.00091552734375,1.772930383682251,3.4656922817230225,0.27391842007637024,0.18871307373046875
90,286.5157775878906,28.650760650634766,0.0,0.0026430306024849415,0.055317360907793045,1.13153076171875,26.441120147705078,108.2113265991211,1.7589120864868164,3.4215281009674072,0.25904011726379395,0.1899549961090088
91,262.4773254394531,26.246883392333984,0.0,0.002671431051567197,0.05812389776110649,1.1308753490447998,26.33526611328125,107.09773254394531,1.6458767652511597,3.4094455242156982,0.25607502460479736,0.1912369728088379
92,265.88275146484375,26.587390899658203,0.0,0.0028462177142500877,0.06016026437282562,1.118476152420044,25.900360107421875,104.83447265625,1.797494888305664,3.5585145950317383,0.262753427028656,0.1925191879272461
93,248.11891174316406,24.810935974121094,0.0,0.0030123633332550526,0.06544910371303558,1.1012389659881592,25.36680030822754,101.44624328613281,1.8151893615722656,3.3085479736328125,0.2373950332403183,0.19379019737243652
94,242.53579711914062,24.252769470214844,0.0,0.002747137099504471,0.05356789380311966,1.1316940784454346,26.339651107788086,108.93219757080078,1.8099989891052246,3.4672844409942627,0.2686890661716461,0.1950969696044922
95,253.3143310546875,25.33060646057129,0.0,0.0029443081002682447,0.05326016619801521,1.1103943586349487,25.69868278503418,104.44908142089844,1.7369534969329834,3.4579083919525146,0.2602754235267639,0.19636106491088867
96,285.8028869628906,28.57919692993164,0.0,0.002948090434074402,0.07962517440319061,1.1146875619888306,25.78484535217285,105.28181457519531,1.784283995628357,3.4859039783477783,0.25252318382263184,0.1975870132446289
97,316.9553527832031,31.694679260253906,0.0,0.003154585836455226,0.0543488971889019,1.1025820970535278,25.278594970703125,102.01561737060547,1.7562389373779297,3.460460662841797,0.262633353471756,0.19881796836853027
98,224.3018798828125,22.429264068603516,0.0,0.0029774392023682594,0.0627434179186821,1.1167066097259521,25.987560272216797,107.0313720703125,1.7060980796813965,3.3957505226135254,0.2516515552997589,0.20012402534484863
99,205.31158447265625,20.530263900756836,0.0,0.0027821208350360394,0.06165724992752075,1.122713565826416,26.0284423828125,107.11024475097656,1.6706335544586182,3.656498432159424,0.2586851716041565,0.20146608352661133
100,276.5517272949219,27.654308319091797,0.0,0.0028749913908541203,0.05778734013438225,1.127810001373291,26.273151397705078,109.37715911865234,1.729744791984558,3.4274678230285645,0.27574610710144043,0.2028179168701172
101,243.12246704101562,24.311275482177734,0.0,0.003229436231777072,0.06469736248254776,1.1018147468566895,25.43739128112793,103.85628509521484,1.758325219154358,3.4060332775115967,0.25537219643592834,0.20436501502990723
102,266.57379150390625,26.65644073486328,0.0,0.0028959992341697216,0.06509460508823395,1.137495994567871,26.30864143371582,110.39537811279297,1.8410669565200806,3.4763855934143066,0.2570977210998535,0.20566320419311523
103,259.4505615234375,25.944196701049805,0.0,0.0029052055906504393,0.05719148367643356,1.1211621761322021,26.25545883178711,110.08898162841797,1.8098926544189453,3.604058027267456,0.2640591859817505,0.20693707466125488
104,212.7877655029297,21.277915954589844,0.0,0.0030848155729472637,0.05528371036052704,1.101772665977478,25.261180877685547,102.57308197021484,1.72274911403656,3.639232635498047,0.27226340770721436,0.20822596549987793
105,175.9225311279297,17.591411590576172,0.0,0.002998403273522854,0.05408738926053047,1.116123914718628,25.772531509399414,106.3749771118164,1.7692590951919556,3.579331874847412,0.2576414942741394,0.20947813987731934
106,321.0791320800781,32.107051849365234,0.0,0.002721344353631139,0.058785323053598404,1.1350704431533813,26.580642700195312,111.82757568359375,1.6964441537857056,3.40854549407959,0.2880581319332123,0.2107710838317871
107,336.0932922363281,33.60847473144531,0.0,0.0029844855889678,0.05559004843235016,1.1240808963775635,26.283199310302734,110.76725769042969,1.6835055351257324,3.5887606143951416,0.2730611562728882,0.2120668888092041
108,207.72544860839844,20.771568298339844,0.0,0.0032872853334993124,0.06489092856645584,1.0991978645324707,25.12239646911621,102.33483123779297,1.5777188539505005,3.599048614501953,0.2483672797679901,0.21345090866088867
109,261.73443603515625,26.17228889465332,0.0,0.0033656121231615543,0.08186573535203934,1.086654782295227,25.039966583251953,102.28772735595703,1.7761104106903076,3.5358426570892334,0.24864326417446136,0.21481585502624512
110,243.2688751220703,24.325891494750977,0.0,0.003234399715438485,0.06724505126476288,1.09724760055542,25.365692138671875,104.89599609375,1.7314140796661377,3.521117925643921,0.26506853103637695,0.21627402305603027
111,227.2947235107422,22.72848129272461,0.0,0.003307055914774537,0.0658504068851471,1.0900015830993652,25.402976989746094,105.407958984375,1.7959054708480835,3.5623855590820312,0.27151209115982056,0.21768689155578613
112,227.9556427001953,22.794593811035156,0.0,0.00325269578024745,0.06457552313804626,1.1117689609527588,25.65826988220215,107.15191650390625,1.7577471733093262,3.494732141494751,0.2591323256492615,0.2190690040588379
113,200.9966278076172,20.098644256591797,0.0,0.003313681110739708,0.0686163380742073,1.0932903289794922,25.342748641967773,104.64389038085938,1.6798685789108276,3.418973684310913,0.2624320387840271,0.22042107582092285
114,258.9377746582031,25.89279556274414,0.0,0.003091088030487299,0.06747516989707947,1.1039025783538818,25.670108795166016,107.26470184326172,1.7837262153625488,3.4180569648742676,0.27252429723739624,0.2217400074005127
115,200.54759216308594,20.053754806518555,0.0,0.003226246451959014,0.0682602971792221,1.0963114500045776,25.27054214477539,104.84343719482422,1.7475277185440063,3.5384583473205566,0.24895095825195312,0.2231130599975586
116,293.7301330566406,29.37209129333496,0.0,0.00327939260751009,0.059469182044267654,1.098658561706543,25.578039169311523,106.94840240478516,1.7047898769378662,3.3837697505950928,0.26844677329063416,0.22454500198364258
117,338.1587219238281,33.81487274169922,0.0,0.003432272467762232,0.06557368487119675,1.090515375137329,25.086191177368164,104.1842041015625,1.764352560043335,3.73391056060791,0.2502846419811249,0.22590208053588867
118,190.65966796875,19.064987182617188,0.0,0.003494993317872286,0.06296750158071518,1.0882656574249268,25.238765716552734,105.1406478881836,1.6832165718078613,3.47865891456604,0.2601774036884308,0.22726011276245117
119,366.4454650878906,36.643524169921875,0.0,0.0031157266348600388,0.07101425528526306,1.1097301244735718,25.777324676513672,108.73468780517578,1.729439616203308,3.2335190773010254,0.2648698687553406,0.2286539077758789
120,362.8830261230469,36.287315368652344,0.0,0.0032816799357533455,0.06559813767671585,1.0971254110336304,25.531091690063477,107.76347351074219,1.7574046850204468,3.431239128112793,0.25462982058525085,0.23000788688659668
121,214.3490753173828,21.433624267578125,0.0,0.0036523628514260054,0.09181047976016998,1.0912654399871826,25.164722442626953,105.6551742553711,1.6642345190048218,3.385667324066162,0.24184884130954742,0.2314291000366211
122,390.90252685546875,39.08924865722656,0.0,0.0035008592531085014,0.06529571861028671,1.0927622318267822,25.361061096191406,107.50411987304688,1.9217734336853027,3.4780991077423096,0.2592403292655945,0.2327730655670166
123,517.067626953125,51.705806732177734,0.0,0.0036203074268996716,0.05997580289840698,1.0959513187408447,25.316532135009766,107.84806060791016,1.823431372642517,3.5141189098358154,0.28560081124305725,0.23409700393676758
124,271.1566467285156,27.114601135253906,0.0,0.003648325800895691,0.06984083354473114,1.081213355064392,24.757568359375,103.10850524902344,1.774598479270935,3.579198122024536,0.2654808461666107,0.23557114601135254
125,314.5064697265625,31.449642181396484,0.0,0.0035125641152262688,0.06535916030406952,1.091715931892395,25.41728973388672,107.51898193359375,1.7012804746627808,3.54195237159729,0.27729326486587524,0.23703694343566895
126,477.0906066894531,47.707977294921875,0.0,0.003396574640646577,0.0744282603263855,1.0915894508361816,25.092933654785156,105.21599578857422,1.7160404920578003,3.7209200859069824,0.2629487216472626,0.23843693733215332
127,317.1292724609375,31.711990356445312,0.0,0.0033854772336781025,0.05987072363495827,1.097843885421753,25.484764099121094,108.17176818847656,1.7949802875518799,3.421239137649536,0.2718452215194702,0.23981213569641113
128,243.99124145507812,24.398042678833008,0.0,0.003626106074079871,0.07181347161531448,1.0750077962875366,24.81606674194336,103.9527359008789,1.773496389389038,3.574145793914795,0.27035245299339294,0.24111604690551758
129,337.5426940917969,33.753074645996094,0.0,0.0039171394892036915,0.08027719706296921,1.0638236999511719,24.511337280273438,101.5987777709961,1.6814907789230347,3.5823605060577393,0.24970164895057678,0.24245691299438477
130,290.24688720703125,29.023639678955078,0.0,0.0036326602566987276,0.06865081936120987,1.0787192583084106,24.97754669189453,104.91162109375,1.8036088943481445,3.4016380310058594,0.2737593948841095,0.24377202987670898
131,295.8990478515625,29.588876724243164,0.0,0.0034975092858076096,0.06771085411310196,1.08345627784729,25.107711791992188,105.81745910644531,1.8492323160171509,3.741838216781616,0.284208208322525,0.24515604972839355
132,287.4523620605469,28.74413299560547,0.0,0.0038941039238125086,0.0709884911775589,1.0844477415084839,25.261999130249023,107.5640869140625,1.7794411182403564,3.570056676864624,0.2653310000896454,0.24655818939208984
133,256.7015380859375,25.66895294189453,0.0,0.0036686337552964687,0.08354310691356659,1.093833327293396,25.49570655822754,109.49176025390625,1.8613115549087524,3.566791296005249,0.24860620498657227,0.24795007705688477
134,308.0137939453125,30.800283432006836,0.0,0.003991871140897274,0.06953664124011993,1.0793380737304688,24.898029327392578,105.9377670288086,1.8144632577896118,3.51582407951355,0.24398313462734222,0.24935102462768555
135,204.96803283691406,20.495737075805664,0.0,0.003998282365500927,0.06662304699420929,1.0800161361694336,24.99451446533203,106.78704071044922,1.8025047779083252,3.581547737121582,0.2842760682106018,0.25072288513183594
136,377.63409423828125,37.76232147216797,0.0,0.003525943960994482,0.0732240229845047,1.1009260416030884,25.71149253845215,110.86654663085938,1.7753926515579224,3.471510171890259,0.2777879238128662,0.2520461082458496
137,425.65545654296875,42.564517974853516,0.0,0.003794170916080475,0.06512148678302765,1.082882285118103,25.34916877746582,108.61872863769531,1.7379884719848633,3.5877935886383057,0.26738935708999634,0.25336694717407227
