epoch,loss,budget_loss,constraint_loss,euler_loss,mean_c,mean_a_l,mean_a_i,mean_mortgage,homeownership_rate,enrollment_rate,private_healthcare_rate,time
26,3147.675537109375,314.7674560546875,0.0,0.000924942025449127,1.4532690048217773,26.317697525024414,111.67481994628906,7.841867446899414,0.6401332020759583,0.29515504837036133,0.5130185484886169,0.15579605102539062
27,2686.946533203125,268.6945495605469,0.0,0.0009405852761119604,1.4442052841186523,27.17576789855957,113.12825012207031,7.224348068237305,0.6390272974967957,0.29511407017707825,0.5157808661460876,0.16186118125915527
28,2376.893310546875,237.68923950195312,0.0,0.0009128379169851542,1.4595608711242676,26.23013687133789,100.37870788574219,8.288201332092285,0.6335841417312622,0.2934854030609131,0.5065132975578308,0.1675410270690918
29,2865.75537109375,286.575439453125,0.0,0.0009068030049093068,1.4601006507873535,26.158634185791016,99.1104965209961,7.797965049743652,0.6323840618133545,0.29376935958862305,0.5035189986228943,0.1739482879638672
30,3066.90576171875,306.69049072265625,0.0,0.0009451211662963033,1.439587116241455,28.003963470458984,112.94286346435547,6.966965198516846,0.6363903880119324,0.2921716868877411,0.5096116662025452,0.17781305313110352
31,2958.949951171875,295.8948974609375,0.0,0.0009487898787483573,1.436352014541626,27.62057876586914,109.72894287109375,7.1057939529418945,0.6357975602149963,0.29062503576278687,0.5044740438461304,0.18169021606445312
32,2820.742919921875,282.0741882324219,0.0,0.0009341989061795175,1.4448437690734863,26.085582733154297,98.50796508789062,8.73975944519043,0.6338604688644409,0.2857576906681061,0.49082431197166443,0.18578624725341797
33,1845.0279541015625,184.50270080566406,0.0,0.0009303202386945486,1.4473028182983398,25.48052406311035,95.89024353027344,8.462397575378418,0.6359544992446899,0.28195860981941223,0.4829811751842499,0.18987417221069336
34,2241.74853515625,224.17474365234375,0.0,0.0009900112636387348,1.4151206016540527,27.53045654296875,113.14894104003906,6.894094944000244,0.6419526934623718,0.2800996005535126,0.4942350387573242,0.19629526138305664
35,1834.468017578125,183.4467010498047,0.0,0.0009987575467675924,1.410293459892273,26.949203491210938,112.446044921875,7.48685884475708,0.6435267329216003,0.27556630969047546,0.4858488440513611,0.20029211044311523
36,1693.138671875,169.3137664794922,0.0,0.0010011661797761917,1.4105783700942993,25.6765193939209,102.98138427734375,6.241878032684326,0.6455219388008118,0.2681913375854492,0.4663788974285126,0.20665287971496582
37,1606.845458984375,160.6844482421875,0.0,0.0010094367899000645,1.4050166606903076,24.77777862548828,99.79163360595703,7.9565300941467285,0.64722740650177,0.2631063461303711,0.45394039154052734,0.21268010139465332
38,2250.40087890625,225.03997802734375,0.0,0.001049624988809228,1.3850553035736084,26.327404022216797,111.97403717041016,7.519341945648193,0.6497912406921387,0.26094937324523926,0.46512317657470703,0.21888995170593262
39,2109.734375,210.97332763671875,0.0,0.0010632951743900776,1.3783857822418213,26.1744327545166,111.44977569580078,7.606265068054199,0.6515958905220032,0.25918716192245483,0.45871374011039734,0.22284317016601562
40,1781.7725830078125,178.17715454101562,0.0,0.0010666653979569674,1.3762586116790771,24.015426635742188,97.1445541381836,7.891537666320801,0.6539043188095093,0.2518386244773865,0.4297255277633667,0.22682595252990723
41,1827.9637451171875,182.7962646484375,0.0,0.0010928325355052948,1.3652172088623047,24.42354965209961,99.86682891845703,6.596902370452881,0.6547532081604004,0.24770377576351166,0.4329063296318054,0.23087215423583984
42,1438.2462158203125,143.8245086669922,0.0,0.001096522668376565,1.3630330562591553,25.77765655517578,109.16883850097656,8.216144561767578,0.6539425253868103,0.24940289556980133,0.4514857828617096,0.23478031158447266
43,1102.3447265625,110.23435974121094,0.0,0.0011106516467407346,1.3567277193069458,25.592378616333008,107.87384033203125,7.478264331817627,0.654233992099762,0.24881218373775482,0.45181867480278015,0.2411642074584961
44,1695.8675537109375,169.58663940429688,0.0,0.0011273757554590702,1.350494384765625,24.365915298461914,97.80029296875,8.821012496948242,0.657414436340332,0.23978734016418457,0.43674594163894653,0.24748706817626953
45,1472.5621337890625,147.256103515625,0.0,0.0011420485097914934,1.3438491821289062,24.671844482421875,99.05012512207031,7.422607421875,0.6582031846046448,0.2410861700773239,0.44061094522476196,0.2513890266418457
46,1334.75390625,133.4752655029297,0.0,0.0011619927827268839,1.3356863260269165,27.058284759521484,114.25424194335938,7.364532947540283,0.6556392312049866,0.24674388766288757,0.4681590795516968,0.2553222179412842
47,1020.3912963867188,102.03901672363281,0.0,0.0011816573096439242,1.32799232006073,26.925540924072266,112.34498596191406,8.424400329589844,0.6563335657119751,0.24795769155025482,0.4634568691253662,0.2593562602996826
48,1338.9365234375,133.89352416992188,0.0,0.0012072223471477628,1.3188552856445312,25.13671875,100.52925109863281,7.115077972412109,0.6602144837379456,0.2368459403514862,0.4373016655445099,0.26564931869506836
49,1449.0106201171875,144.90093994140625,0.0,0.0012171452399343252,1.3149915933609009,24.528671264648438,98.34620666503906,7.516676902770996,0.6623517870903015,0.2323768138885498,0.42744502425193787,0.26963114738464355
50,1448.031005859375,144.802978515625,0.0,0.0012379755498841405,1.3072642087936401,27.216625213623047,114.54695892333984,7.896638870239258,0.6599922776222229,0.23824642598628998,0.4525435268878937,0.2737290859222412
51,1245.3863525390625,124.53851318359375,0.0,0.001272039022296667,1.2955350875854492,27.181795120239258,114.5560302734375,7.043670177459717,0.6621052622795105,0.23463255167007446,0.4503113329410553,0.277662992477417
52,945.197265625,94.51959991455078,0.0,0.0013078049523755908,1.2843055725097656,24.483993530273438,99.5181884765625,7.3215131759643555,0.6707172393798828,0.22446003556251526,0.4145583212375641,0.28158998489379883
53,669.7506103515625,66.97492980957031,0.0,0.0013248338364064693,1.2793879508972168,25.003360748291016,102.88139343261719,7.454324722290039,0.6730988025665283,0.2307082861661911,0.41583871841430664,0.2879061698913574
54,1552.4127197265625,155.2411346435547,0.0,0.0013194135390222073,1.2815160751342773,26.650646209716797,113.26810455322266,7.691732883453369,0.6704292893409729,0.2320660501718521,0.43619364500045776,0.2940061092376709
55,1465.33642578125,146.53350830078125,0.0,0.0013439453905448318,1.2745299339294434,26.870967864990234,114.74309539794922,8.373958587646484,0.6716012954711914,0.22336259484291077,0.439065545797348,0.29773592948913574
56,810.044189453125,81.00428009033203,0.0,0.0014187556225806475,1.2529816627502441,24.374723434448242,100.58497619628906,6.420340538024902,0.6819994449615479,0.21438924968242645,0.40206995606422424,0.30173325538635254
57,584.8572387695312,58.48557662963867,0.0,0.0014443147229030728,1.2462880611419678,25.466514587402344,105.33916473388672,8.696255683898926,0.6825436353683472,0.2185840606689453,0.4083022475242615,0.3058152198791504
58,1159.2835693359375,115.92821502685547,0.0,0.0014352469006553292,1.250286340713501,26.944517135620117,115.2227783203125,7.370701789855957,0.6776214838027954,0.22455951571464539,0.42844876646995544,0.31244325637817383
59,1018.7356567382812,101.87342071533203,0.0,0.001477849087677896,1.2382334470748901,25.292131423950195,106.37222290039062,7.976028919219971,0.6845391988754272,0.2119309902191162,0.40380048751831055,0.31635403633117676
60,1086.1727294921875,108.61711883544922,0.0,0.0015474188840016723,1.2196799516677856,23.799545288085938,96.4997329711914,8.04897689819336,0.6930143237113953,0.2015724927186966,0.3756833076477051,0.3204653263092041
61,1098.2060546875,109.82044982910156,0.0,0.0015556137077510357,1.217960000038147,24.43321418762207,100.08787536621094,6.886754512786865,0.6922178864479065,0.20870515704154968,0.38611623644828796,0.3244931697845459
62,799.3710327148438,79.93695068359375,0.0,0.0015098914736881852,1.2305437326431274,27.131912231445312,114.2168197631836,6.444082260131836,0.6818031072616577,0.22275368869304657,0.4287298619747162,0.3284871578216553
63,558.8263549804688,55.882484436035156,0.0,0.0015442317817360163,1.2224777936935425,25.89693260192871,107.97913360595703,8.62021255493164,0.6890007853507996,0.21406681835651398,0.41327252984046936,0.3324620723724365
64,916.0924682617188,91.60908508300781,0.0,0.0016579395160079002,1.1974084377288818,24.45189666748047,98.35310363769531,8.153891563415527,0.7005331516265869,0.20915372669696808,0.38795536756515503,0.3390522003173828
65,948.3009643554688,94.8299331665039,0.0,0.001644216594286263,1.1995394229888916,25.304569244384766,102.7830810546875,7.552636623382568,0.6997436881065369,0.20957854390144348,0.40072888135910034,0.34279298782348633
66,780.0043334960938,78.00027465820312,0.0,0.0015971167013049126,1.2139015197753906,27.25664520263672,112.63700866699219,6.94645881652832,0.6922730803489685,0.21326620876789093,0.42828652262687683,0.3467531204223633
67,616.5814819335938,61.65798568725586,0.0,0.0016289715422317386,1.2071609497070312,27.087871551513672,112.54828643798828,7.812104225158691,0.6951732039451599,0.21420376002788544,0.423689067363739,0.3510141372680664
68,905.3312377929688,90.53294372558594,0.0,0.0017677540890872478,1.1781847476959229,24.488971710205078,98.80632019042969,7.395029067993164,0.7115095257759094,0.2086925357580185,0.377187579870224,0.35503721237182617
69,775.9569091796875,77.59550476074219,0.0,0.0018412015633657575,1.1659539937973022,23.834728240966797,96.19205474853516,7.903481483459473,0.7182875871658325,0.19344866275787354,0.36287933588027954,0.35912227630615234
70,683.1331787109375,68.31314849853516,0.0,0.0017103415448218584,1.1955480575561523,27.20463752746582,112.17613983154297,8.08296012878418,0.7008519172668457,0.20454667508602142,0.4128030240535736,0.3631632328033447
71,570.2049560546875,57.020320892333984,0.0,0.0017926725558936596,1.1780338287353516,26.073482513427734,107.59063720703125,8.073400497436523,0.7078962326049805,0.2128877341747284,0.3965597152709961,0.3671722412109375
72,868.6019287109375,86.86000061035156,0.0,0.0019238211680203676,1.157917857170105,24.784889221191406,99.60833740234375,7.932587146759033,0.7204254269599915,0.20854683220386505,0.3698422312736511,0.3711822032928467
73,629.4534912109375,62.945152282714844,0.0,0.0019750280771404505,1.149977207183838,24.747377395629883,98.92692565917969,7.329224109649658,0.723235011100769,0.21214982867240906,0.3663853406906128,0.3753190040588379
74,741.4024658203125,74.14006042480469,0.0,0.0018599116010591388,1.1736689805984497,26.778484344482422,109.43232727050781,8.182010650634766,0.7103362679481506,0.21723704040050507,0.4020127058029175,0.3793222904205322
75,663.3734130859375,66.337158203125,0.0,0.0018240958452224731,1.180851936340332,27.572696685791016,112.28680419921875,7.592750549316406,0.7071848511695862,0.21719186007976532,0.41447266936302185,0.38327717781066895
76,614.9680786132812,61.49660873413086,0.0,0.002010995289310813,1.146120548248291,24.74891471862793,98.3039779663086,7.165737152099609,0.727383017539978,0.20385302603244781,0.37014251947402954,0.3872971534729004
77,559.4893188476562,55.948726654052734,0.0,0.0020888056606054306,1.1356005668640137,24.462387084960938,97.00406646728516,6.243993759155273,0.7319867014884949,0.2057136744260788,0.36419135332107544,0.39133429527282715
78,818.43408203125,81.84322357177734,0.0,0.0018498020945116878,1.1764028072357178,27.60249900817871,111.909423828125,6.967867851257324,0.706533670425415,0.21690623462200165,0.4243466258049011,0.3953542709350586
79,775.7716064453125,77.57696533203125,0.0,0.0019478846807032824,1.164737343788147,26.924776077270508,107.74764251708984,7.191484451293945,0.7165520191192627,0.21094347536563873,0.4051358103752136,0.3994932174682617
80,502.5072937011719,50.250518798828125,0.0,0.0021058120764791965,1.1378968954086304,25.52025604248047,100.23310852050781,7.623908042907715,0.7279649972915649,0.20706966519355774,0.3824847638607025,0.4035162925720215
81,495.1539001464844,49.51518249511719,0.0,0.002073949668556452,1.1446664333343506,25.799497604370117,101.0802993774414,7.862813949584961,0.7268900275230408,0.21542520821094513,0.3875928521156311,0.4098091125488281
82,776.6893920898438,77.66874694824219,0.0,0.001902698422782123,1.1745336055755615,28.166580200195312,112.43504333496094,7.983742713928223,0.7109206318855286,0.22850263118743896,0.42656585574150085,0.4159400463104248
83,625.33349609375,62.53315734863281,0.0,0.0019404913764446974,1.1668870449066162,27.573877334594727,109.89186096191406,7.08726692199707,0.716400146484375,0.23488356173038483,0.4183996319770813,0.41977500915527344
84,532.5449829101562,53.25428771972656,0.0,0.0021207560785114765,1.142338514328003,26.350255966186523,103.04346466064453,7.4181437492370605,0.7296819686889648,0.21484610438346863,0.39633771777153015,0.42353320121765137
85,442.7558898925781,44.27537536621094,0.0,0.002142240758985281,1.144262433052063,26.62198257446289,103.37708282470703,7.575259685516357,0.7307438254356384,0.21974056959152222,0.39951252937316895,0.4277031421661377
86,700.7918701171875,70.0789794921875,0.0,0.0020813941955566406,1.1536571979522705,27.424291610717773,107.41124725341797,8.193338394165039,0.7267215251922607,0.2253192514181137,0.41077667474746704,0.43433594703674316
87,597.9671630859375,59.7964973449707,0.0,0.0021866573952138424,1.142951250076294,26.51123046875,103.82402038574219,8.118619918823242,0.733808696269989,0.2119852602481842,0.39782920479774475,0.43821001052856445
88,640.676513671875,64.06741333007812,0.0,0.002352774376049638,1.1189252138137817,25.38213348388672,97.88821411132812,7.344132900238037,0.7443432807922363,0.21174262464046478,0.3790922164916992,0.4422919750213623
89,454.27691650390625,45.427459716796875,0.0,0.0023133917711675167,1.13045334815979,26.48124885559082,102.199951171875,7.648212432861328,0.7368898391723633,0.20167826116085052,0.39876314997673035,0.44637227058410645
90,703.3851318359375,70.33830261230469,0.0,0.0021048281341791153,1.1566400527954102,27.972822189331055,109.69538879394531,7.407859802246094,0.7240571975708008,0.21961432695388794,0.4249800741672516,0.4503500461578369
91,580.3491821289062,58.03470993041992,0.0,0.002072276547551155,1.167869210243225,28.725479125976562,111.98255920410156,7.444112777709961,0.7180029153823853,0.2132362276315689,0.43850934505462646,0.4543192386627197
92,562.1492309570312,56.214683532714844,0.0,0.002357612596824765,1.1268731355667114,26.292978286743164,100.39832305908203,7.100828170776367,0.7395947575569153,0.19429387152194977,0.39683011174201965,0.4583323001861572
93,499.9341125488281,49.993167877197266,0.0,0.0024515180848538876,1.1134226322174072,25.679018020629883,97.5065689086914,7.505634307861328,0.7446097135543823,0.21104343235492706,0.3880273699760437,0.46239209175109863
94,609.1521606445312,60.915000915527344,0.0,0.002131117507815361,1.155150294303894,27.842548370361328,106.87598419189453,7.694601535797119,0.7246097922325134,0.22677326202392578,0.42466089129447937,0.4664580821990967
95,546.9205932617188,54.69184494018555,0.0,0.002160303294658661,1.1608047485351562,28.64067840576172,109.7632064819336,7.7599053382873535,0.7202023267745972,0.2222437709569931,0.43566763401031494,0.4705212116241455
96,547.4549560546875,54.74525451660156,0.0,0.0024273600429296494,1.123671293258667,26.521888732910156,100.16258239746094,7.879361152648926,0.737293541431427,0.2119794636964798,0.40240591764450073,0.47452592849731445
97,505.3367919921875,50.5334358215332,0.0,0.002454145811498165,1.120049238204956,26.182601928710938,98.96175384521484,7.124671936035156,0.738621175289154,0.2027023881673813,0.3988899290561676,0.47863125801086426
98,538.8677368164062,53.886558532714844,0.0,0.0021321934182196856,1.1667656898498535,28.895633697509766,110.32929992675781,8.442474365234375,0.7169981598854065,0.2158452719449997,0.43847429752349854,0.482496976852417
99,544.3092651367188,54.430702209472656,0.0,0.002279184525832534,1.1468300819396973,27.513051986694336,105.28362274169922,7.551039695739746,0.7255932092666626,0.21422018110752106,0.42266714572906494,0.486346960067749
100,504.78656005859375,50.47841262817383,0.0,0.002445537131279707,1.1284798383712769,26.899160385131836,100.86516571044922,6.999964714050293,0.7343506813049316,0.22591237723827362,0.40768733620643616,0.4903542995452881
101,457.02252197265625,45.701988220214844,0.0,0.0026374906301498413,1.1083130836486816,25.726804733276367,96.87566375732422,8.263846397399902,0.7436496615409851,0.20050179958343506,0.391929030418396,0.4941411018371582
102,719.4844360351562,71.94823455810547,0.0,0.0020871777087450027,1.1799979209899902,29.825580596923828,113.40206909179688,8.206390380859375,0.7061305642127991,0.22776365280151367,0.45902854204177856,0.49800801277160645
103,598.5787353515625,59.85765075683594,0.0,0.002221636939793825,1.1627249717712402,28.90523910522461,109.4199447631836,8.829893112182617,0.7146435976028442,0.22361671924591064,0.44500210881233215,0.5017709732055664
104,416.5697326660156,41.65673065185547,0.0,0.0024199222680181265,1.1281570196151733,26.704742431640625,99.8826675415039,7.951637268066406,0.7321600914001465,0.21141044795513153,0.413659930229187,0.5055820941925049
105,368.6698303222656,36.86674118041992,0.0,0.0024168440140783787,1.1313061714172363,27.00432586669922,100.46160888671875,7.723465442657471,0.7294409275054932,0.21448805928230286,0.41841235756874084,0.5122931003570557
106,709.9577026367188,70.99554443359375,0.0,0.0022437144070863724,1.1577024459838867,28.56580352783203,107.55323791503906,7.6621413230896,0.7158427834510803,0.22847391664981842,0.4413035213947296,0.5185022354125977
107,651.5624389648438,65.15601348876953,0.0,0.0023339204490184784,1.1491619348526,27.880950927734375,105.11949157714844,7.044266223907471,0.7218416929244995,0.22700250148773193,0.4312717318534851,0.5223422050476074
108,450.12823486328125,45.012569427490234,0.0,0.0025401832535862923,1.126983880996704,26.82732391357422,98.94027709960938,8.147197723388672,0.7334625124931335,0.21457916498184204,0.411399245262146,0.5260369777679443
109,347.7409362792969,34.773834228515625,0.0,0.0025825672782957554,1.1279971599578857,26.83100128173828,99.32463073730469,7.853147506713867,0.732128381729126,0.23351068794727325,0.4151417016983032,0.5301721096038818
110,827.8785400390625,82.78763580322266,0.0,0.0022226818837225437,1.1734704971313477,29.37561798095703,110.3282470703125,7.424504280090332,0.7075209617614746,0.24341490864753723,0.45884108543395996,0.5364611148834229
111,765.5410766601562,76.55387115478516,0.0,0.0023729929234832525,1.1567679643630981,28.597373962402344,107.00064849853516,7.8993754386901855,0.7182648181915283,0.23197093605995178,0.4422503709793091,0.5401332378387451
112,417.1575622558594,41.715518951416016,0.0,0.002369258087128401,1.1549270153045654,28.406021118164062,104.72928619384766,7.890641212463379,0.7175880074501038,0.23419936001300812,0.4437119960784912,0.5439722537994385
113,357.9134826660156,35.79108810424805,0.0,0.0026017914060503244,1.1315208673477173,27.316822052001953,100.76937866210938,8.339744567871094,0.7273707389831543,0.2302820086479187,0.42763751745224,0.5478792190551758
114,708.6918334960938,70.86897277832031,0.0,0.0021316478960216045,1.1843184232711792,29.927383422851562,111.38583374023438,8.681653022766113,0.7030956149101257,0.2436554878950119,0.468026727437973,0.5518300533294678
115,624.3533325195312,62.435115814208984,0.0,0.0021859314292669296,1.177105188369751,29.704898834228516,110.171875,7.338563919067383,0.7041761875152588,0.2438584268093109,0.4651578664779663,0.5556800365447998
116,482.4110107421875,48.24085235595703,0.0,0.002511661034077406,1.1320111751556396,27.095064163208008,99.15956115722656,6.929587364196777,0.72738116979599,0.23477427661418915,0.4265788197517395,0.5595011711120605
117,432.78961181640625,43.2786979675293,0.0,0.0026109402533620596,1.1395426988601685,27.89556121826172,102.32733154296875,7.565155029296875,0.7213789820671082,0.22501251101493835,0.43638351559638977,0.5635273456573486
118,615.1585083007812,61.51560974121094,0.0,0.0023574018850922585,1.1569974422454834,28.325044631958008,104.83585357666016,6.889095306396484,0.713834285736084,0.24796037375926971,0.4489433467388153,0.5675151348114014
119,551.22705078125,55.122459411621094,0.0,0.002465837402269244,1.1482250690460205,27.906131744384766,102.80095672607422,8.114935874938965,0.7189347743988037,0.23609939217567444,0.4408760368824005,0.5713999271392822
120,551.9581298828125,55.19554138183594,0.0,0.002703591715544462,1.121899127960205,26.53369903564453,96.93586730957031,8.310091018676758,0.7289721965789795,0.24539554119110107,0.4270528554916382,0.5753159523010254
121,482.5400390625,48.25373458862305,0.0,0.00269622216001153,1.1199371814727783,26.681686401367188,97.31019592285156,8.019986152648926,0.727709174156189,0.23272140324115753,0.42993247509002686,0.5792560577392578
122,551.3030395507812,55.130069732666016,0.0,0.0022927848622202873,1.1735609769821167,29.33859634399414,108.18330383300781,7.777366638183594,0.7042275071144104,0.24609322845935822,0.46669965982437134,0.5830719470977783
123,416.2964172363281,41.62942123413086,0.0,0.0021887151524424553,1.1875098943710327,30.184078216552734,110.60797119140625,8.330649375915527,0.6985434889793396,0.2515811026096344,0.47448939085006714,0.5869851112365723
124,569.7626342773438,56.975982666015625,0.0,0.002826394746080041,1.120692253112793,26.799076080322266,97.3478012084961,7.799275875091553,0.7263442277908325,0.2385769933462143,0.431022971868515,0.5908491611480713
125,537.9009399414062,53.789825439453125,0.0,0.0026692994870245457,1.1254948377609253,26.80512046813965,97.23926544189453,7.394375324249268,0.7235714793205261,0.23117293417453766,0.4341493844985962,0.594757080078125
126,469.8584899902344,46.98561096191406,0.0,0.002367754001170397,1.1664769649505615,28.999528884887695,105.49855041503906,8.497146606445312,0.7051980495452881,0.2253057211637497,0.46171849966049194,0.5985400676727295
127,393.7284851074219,39.372589111328125,0.0,0.002588239498436451,1.1487605571746826,28.286026000976562,103.03117370605469,9.211289405822754,0.7124315500259399,0.24078185856342316,0.4499819874763489,0.6024181842803955
128,661.3602905273438,66.13574981689453,0.0,0.0028302655555307865,1.1239185333251953,26.97353172302246,97.61781311035156,7.536832809448242,0.7206987738609314,0.23156523704528809,0.4386584162712097,0.6063170433044434
129,577.8995361328125,57.78966522216797,0.0,0.0028904438950121403,1.1072701215744019,26.027935028076172,93.71351623535156,8.240806579589844,0.7293336987495422,0.22923578321933746,0.42469003796577454,0.6102480888366699
130,402.3094177246094,40.230712890625,0.0,0.002279318869113922,1.1857789754867554,30.014938354492188,109.54943084716797,7.2636260986328125,0.6939395070075989,0.25718170404434204,0.48062387108802795,0.614220142364502
131,411.9249572753906,41.19224548339844,0.0,0.002516854088753462,1.1653797626495361,29.264110565185547,105.90632629394531,8.238333702087402,0.7038196921348572,0.24496585130691528,0.46558043360710144,0.6181900501251221
132,606.276123046875,60.627323150634766,0.0,0.0028918366879224777,1.1200450658798218,26.849143981933594,96.50369262695312,7.206226348876953,0.7223100066184998,0.2262732982635498,0.4390427768230438,0.6220390796661377
133,550.0363159179688,55.00333786010742,0.0,0.0029042745009064674,1.113210916519165,26.534095764160156,95.51969909667969,8.75894546508789,0.724639892578125,0.21711818873882294,0.43598124384880066,0.6258881092071533
134,480.1604309082031,48.01579284667969,0.0,0.0025155413895845413,1.1645293235778809,29.080766677856445,105.15957641601562,6.990622520446777,0.7053512930870056,0.2520082890987396,0.46435216069221497,0.6298551559448242
135,413.1280822753906,41.31256103515625,0.0,0.0024654276203364134,1.172555923461914,29.523454666137695,106.81159973144531,8.294482231140137,0.7009109854698181,0.25759121775627136,0.4710818827152252,0.6337940692901611
136,569.4778442382812,56.947505950927734,0.0,0.0028223551344126463,1.1310038566589355,27.324302673339844,98.30207061767578,6.660408020019531,0.7177883386611938,0.23359239101409912,0.4457451105117798,0.6375951766967773
137,495.59716796875,49.5594367980957,0.0,0.00280210399068892,1.137600302696228,27.757993698120117,99.74727630615234,8.471846580505371,0.7148327827453613,0.23922137916088104,0.44955673813819885,0.6414949893951416
